ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
17147	©öe¡¾Y¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17148	287	15	LEVEL	42	LIMIT_NONE	0	APPLY_INT	10	APPLY_HP_REGEN	18	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17148	©öe¡¾Y¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17149	288	15	LEVEL	42	LIMIT_NONE	0	APPLY_INT	11	APPLY_HP_REGEN	22	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17149	©öe¡¾Y¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	0	0	15	LEVEL	42	LIMIT_NONE	0	APPLY_INT	12	APPLY_HP_REGEN	28	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17160	¨ùoA¢´¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	2000	2000	17161	289	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	5	APPLY_DEF_GRADE_BONUS	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17161	¨ùoA¢´¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3200	3200	17162	290	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	6	APPLY_DEF_GRADE_BONUS	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17162	¨ùoA¢´¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	5000	5000	17163	291	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	7	APPLY_DEF_GRADE_BONUS	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17163	¨ùoA¢´¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17164	292	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	8	APPLY_DEF_GRADE_BONUS	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17164	¨ùoA¢´¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17165	293	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	9	APPLY_DEF_GRADE_BONUS	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17165	¨ùoA¢´¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17166	294	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	10	APPLY_DEF_GRADE_BONUS	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17166	¨ùoA¢´¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17167	295	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	11	APPLY_DEF_GRADE_BONUS	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17167	¨ùoA¢´¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17168	296	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	12	APPLY_DEF_GRADE_BONUS	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17168	¨ùoA¢´¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17169	297	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	13	APPLY_DEF_GRADE_BONUS	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17169	¨ùoA¢´¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	0	0	15	LEVEL	46	LIMIT_NONE	0	APPLY_DEX	14	APPLY_DEF_GRADE_BONUS	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17180	AU¨ùoA¢´¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	2000	2000	17181	289	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	5	APPLY_ATT_GRADE_BONUS	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17181	AU¨ùoA¢´¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3200	3200	17182	290	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	6	APPLY_ATT_GRADE_BONUS	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17182	AU¨ùoA¢´¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	5000	5000	17183	291	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	7	APPLY_ATT_GRADE_BONUS	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17183	AU¨ùoA¢´¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17184	292	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	8	APPLY_ATT_GRADE_BONUS	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17184	AU¨ùoA¢´¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17185	293	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	9	APPLY_ATT_GRADE_BONUS	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17185	AU¨ùoA¢´¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17186	294	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	10	APPLY_ATT_GRADE_BONUS	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17186	AU¨ùoA¢´¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17187	295	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	11	APPLY_ATT_GRADE_BONUS	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17187	AU¨ùoA¢´¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17188	296	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	12	APPLY_ATT_GRADE_BONUS	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17188	AU¨ùoA¢´¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17189	297	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	13	APPLY_ATT_GRADE_BONUS	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17189	AU¨ùoA¢´¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	0	0	15	LEVEL	50	LIMIT_NONE	0	APPLY_CON	14	APPLY_ATT_GRADE_BONUS	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17200	A¥ì¡¤c¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	2000	2000	17201	289	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	5	APPLY_CRITICAL_PCT	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17201	A¥ì¡¤c¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3200	3200	17202	290	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	6	APPLY_CRITICAL_PCT	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17202	A¥ì¡¤c¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	5000	5000	17203	291	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	7	APPLY_CRITICAL_PCT	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17203	A¥ì¡¤c¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17204	292	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	8	APPLY_CRITICAL_PCT	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17204	A¥ì¡¤c¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17205	293	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	9	APPLY_CRITICAL_PCT	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17205	A¥ì¡¤c¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17206	294	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	10	APPLY_CRITICAL_PCT	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17206	A¥ì¡¤c¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17207	295	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	11	APPLY_CRITICAL_PCT	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17207	A¥ì¡¤c¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17208	296	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	12	APPLY_CRITICAL_PCT	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17208	A¥ì¡¤c¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17209	297	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	13	APPLY_CRITICAL_PCT	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17209	A¥ì¡¤c¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	0	0	15	LEVEL	54	LIMIT_NONE	0	APPLY_INT	14	APPLY_CRITICAL_PCT	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17220	A¡¤A¢´¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3000	3000	17221	316	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	5	APPLY_STEAL_SP	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17221	A¡¤A¢´¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	4800	4800	17222	317	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	6	APPLY_STEAL_SP	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17222	A¡¤A¢´¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17223	318	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	7	APPLY_STEAL_SP	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17223	A¡¤A¢´¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17224	319	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	8	APPLY_STEAL_SP	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17224	A¡¤A¢´¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17225	320	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	9	APPLY_STEAL_SP	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17225	A¡¤A¢´¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17226	321	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	10	APPLY_STEAL_SP	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17226	A¡¤A¢´¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17227	322	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	11	APPLY_STEAL_SP	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17227	A¡¤A¢´¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17228	323	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	12	APPLY_STEAL_SP	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17228	A¡¤A¢´¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	17229	324	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	13	APPLY_STEAL_SP	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17229	A¡¤A¢´¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	800000	800000	0	0	10	LEVEL	62	LIMIT_NONE	0	APPLY_STR	14	APPLY_STEAL_SP	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
17500	E¡ì¢¯A¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3000	3000	17501	316	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	5	APPLY_MAX_SP	10	APPLY_SKILL_DEFEND_BONUS	1	0	0	0	0	0	0	0	0	0
17501	E¡ì¢¯A¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	4800	4800	17502	317	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	6	APPLY_MAX_SP	15	APPLY_SKILL_DEFEND_BONUS	1	0	0	0	0	0	0	0	0	0
17502	E¡ì¢¯A¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17503	318	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	7	APPLY_MAX_SP	20	APPLY_SKILL_DEFEND_BONUS	2	0	0	0	0	0	0	0	0	0
17503	E¡ì¢¯A¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17504	319	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	8	APPLY_MAX_SP	35	APPLY_SKILL_DEFEND_BONUS	2	0	0	0	0	0	0	0	0	0
17504	E¡ì¢¯A¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17505	320	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	9	APPLY_MAX_SP	50	APPLY_SKILL_DEFEND_BONUS	3	0	0	0	0	0	0	0	0	0
17505	E¡ì¢¯A¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17506	321	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	10	APPLY_MAX_SP	70	APPLY_SKILL_DEFEND_BONUS	3	0	0	0	0	0	0	0	0	0
17506	E¡ì¢¯A¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17507	322	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	11	APPLY_MAX_SP	110	APPLY_SKILL_DEFEND_BONUS	4	0	0	0	0	0	0	0	0	0
17507	E¡ì¢¯A¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17508	323	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	12	APPLY_MAX_SP	160	APPLY_SKILL_DEFEND_BONUS	4	0	0	0	0	0	0	0	0	0
17508	E¡ì¢¯A¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	17509	324	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	13	APPLY_MAX_SP	230	APPLY_SKILL_DEFEND_BONUS	5	0	0	0	0	0	0	0	0	0
17509	E¡ì¢¯A¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	800000	800000	0	0	10	LEVEL	85	LIMIT_NONE	0	APPLY_INT	14	APPLY_MAX_SP	350	APPLY_SKILL_DEFEND_BONUS	5	0	0	0	0	0	0	0	0	0
17520	¨ù¢ç¡¤u¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3000	3000	17521	316	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	5	APPLY_MAX_HP	25	APPLY_NORMAL_HIT_DEFEND_BONUS	1	0	0	0	0	0	0	0	0	0
17521	¨ù¢ç¡¤u¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	4800	4800	17522	317	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	6	APPLY_MAX_HP	40	APPLY_NORMAL_HIT_DEFEND_BONUS	1	0	0	0	0	0	0	0	0	0
17522	¨ù¢ç¡¤u¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17523	318	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	7	APPLY_MAX_HP	60	APPLY_NORMAL_HIT_DEFEND_BONUS	2	0	0	0	0	0	0	0	0	0
17523	¨ù¢ç¡¤u¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17524	319	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	8	APPLY_MAX_HP	100	APPLY_NORMAL_HIT_DEFEND_BONUS	2	0	0	0	0	0	0	0	0	0
17524	¨ù¢ç¡¤u¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17525	320	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	9	APPLY_MAX_HP	150	APPLY_NORMAL_HIT_DEFEND_BONUS	3	0	0	0	0	0	0	0	0	0
17525	¨ù¢ç¡¤u¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17526	321	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	10	APPLY_MAX_HP	250	APPLY_NORMAL_HIT_DEFEND_BONUS	3	0	0	0	0	0	0	0	0	0
17526	¨ù¢ç¡¤u¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17527	322	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	11	APPLY_MAX_HP	400	APPLY_NORMAL_HIT_DEFEND_BONUS	4	0	0	0	0	0	0	0	0	0
17527	¨ù¢ç¡¤u¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17528	323	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	12	APPLY_MAX_HP	650	APPLY_NORMAL_HIT_DEFEND_BONUS	4	0	0	0	0	0	0	0	0	0
17528	¨ù¢ç¡¤u¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	17529	324	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	13	APPLY_MAX_HP	1000	APPLY_NORMAL_HIT_DEFEND_BONUS	5	0	0	0	0	0	0	0	0	0
17529	¨ù¢ç¡¤u¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	800000	800000	0	0	10	LEVEL	90	LIMIT_NONE	0	APPLY_DEX	14	APPLY_MAX_HP	1650	APPLY_NORMAL_HIT_DEFEND_BONUS	5	0	0	0	0	0	0	0	0	0
17540	©øiAO¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3000	3000	17541	316	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	5	APPLY_SP_REGEN	4	APPLY_NORMAL_HIT_DAMAGE_BONUS	1	0	0	0	0	0	0	0	0	0
17541	©øiAO¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	4800	4800	17542	317	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	6	APPLY_SP_REGEN	5	APPLY_NORMAL_HIT_DAMAGE_BONUS	1	0	0	0	0	0	0	0	0	0
17542	©øiAO¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17543	318	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	7	APPLY_SP_REGEN	6	APPLY_NORMAL_HIT_DAMAGE_BONUS	2	0	0	0	0	0	0	0	0	0
17543	©øiAO¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17544	319	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	8	APPLY_SP_REGEN	8	APPLY_NORMAL_HIT_DAMAGE_BONUS	2	0	0	0	0	0	0	0	0	0
17544	©øiAO¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17545	320	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	9	APPLY_SP_REGEN	10	APPLY_NORMAL_HIT_DAMAGE_BONUS	3	0	0	0	0	0	0	0	0	0
17545	©øiAO¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17546	321	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	10	APPLY_SP_REGEN	12	APPLY_NORMAL_HIT_DAMAGE_BONUS	3	0	0	0	0	0	0	0	0	0
17546	©øiAO¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17547	322	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	11	APPLY_SP_REGEN	15	APPLY_NORMAL_HIT_DAMAGE_BONUS	4	0	0	0	0	0	0	0	0	0
17547	©øiAO¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17548	323	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	12	APPLY_SP_REGEN	18	APPLY_NORMAL_HIT_DAMAGE_BONUS	4	0	0	0	0	0	0	0	0	0
17548	©øiAO¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	17549	324	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	13	APPLY_SP_REGEN	22	APPLY_NORMAL_HIT_DAMAGE_BONUS	5	0	0	0	0	0	0	0	0	0
17549	©øiAO¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	800000	800000	0	0	10	LEVEL	95	LIMIT_NONE	0	APPLY_STR	14	APPLY_SP_REGEN	28	APPLY_NORMAL_HIT_DAMAGE_BONUS	5	0	0	0	0	0	0	0	0	0
17560	A¡í¢¯A¡¾I¡ÆEAI+0	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	3000	3000	17561	316	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	5	APPLY_HP_REGEN	4	APPLY_SKILL_DAMAGE_BONUS	1	0	0	0	0	0	0	0	0	0
17561	A¡í¢¯A¡¾I¡ÆEAI+1	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	4800	4800	17562	317	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	6	APPLY_HP_REGEN	5	APPLY_SKILL_DAMAGE_BONUS	1	0	0	0	0	0	0	0	0	0
17562	A¡í¢¯A¡¾I¡ÆEAI+2	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	8000	8000	17563	318	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	7	APPLY_HP_REGEN	6	APPLY_SKILL_DAMAGE_BONUS	2	0	0	0	0	0	0	0	0	0
17563	A¡í¢¯A¡¾I¡ÆEAI+3	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	16000	16000	17564	319	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	8	APPLY_HP_REGEN	8	APPLY_SKILL_DAMAGE_BONUS	2	0	0	0	0	0	0	0	0	0
17564	A¡í¢¯A¡¾I¡ÆEAI+4	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	32000	32000	17565	320	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	9	APPLY_HP_REGEN	10	APPLY_SKILL_DAMAGE_BONUS	3	0	0	0	0	0	0	0	0	0
17565	A¡í¢¯A¡¾I¡ÆEAI+5	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	64000	64000	17566	321	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	10	APPLY_HP_REGEN	12	APPLY_SKILL_DAMAGE_BONUS	3	0	0	0	0	0	0	0	0	0
17566	A¡í¢¯A¡¾I¡ÆEAI+6	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	120000	120000	17567	322	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	11	APPLY_HP_REGEN	15	APPLY_SKILL_DAMAGE_BONUS	4	0	0	0	0	0	0	0	0	0
17567	A¡í¢¯A¡¾I¡ÆEAI+7	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	250000	250000	17568	323	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	12	APPLY_HP_REGEN	18	APPLY_SKILL_DAMAGE_BONUS	4	0	0	0	0	0	0	0	0	0
